Name,Start,End,Size
ccGetDircChgF__Fffi,0x001DA030,0x001DA034,4
ccSetDirc__FPffi,0x001DA0B0,0x001DA0B4,4
ccSetRad__FPfff,0x001DA150,0x001DA494,836
ccSetRadDisperse__FPff,0x001DA4A0,0x001DA4A4,4
ccSetDist__FPfff,0x001DA5D0,0x001DA604,52
ccGetDircPL__FPf,0x001DA610,0x001DA614,4
ccCheckCameraDeg__FPfs,0x001DA710,0x001DA714,4
ccGetCameraTransparency__FPfffff,0x001DA880,0x001DA884,4
ccGetCameraTransparency__FPfffffRi,0x001DA8B0,0x001DA8B4,4
RAD2DEG__Ff,0x001DAB50,0x001DAB54,4
DEG2RAD__Fs,0x001DABB0,0x001DABFC,76
FUN_00200d80,0x00200D80,0x00200D84,4
FUN_002012c0,0x002012C0,0x002012C8,8
FUN_00201900,0x00201900,0x00205110,20
thunk_EXT_FUN_08444444,0x00212C80,0x00212C88,8
FUN_002210c8,0x002210C8,0x002210D4,12
FUN_00221170,0x00221170,0x0022117C,12
FUN_00221aa0,0x00221AA0,0x00221AA4,4
FUN_002261f0,0x002261F0,0x002261FC,12
FUN_00230868,0x00230868,0x00230AD8,8
FUN_00230b10,0x00230B10,0x00230B18,8
FUN_00231e20,0x00231E20,0x00231E24,4
FUN_00233180,0x00233180,0x00239210,24
FUN_00233640,0x00233640,0x00233644,4
FUN_00234320,0x00234320,0x00234328,8
FUN_00235120,0x00235120,0x0023956C,20
FUN_00238690,0x00238690,0x0023920C,28
FUN_00243838,0x00243838,0x00243839,1
FUN_00244a00,0x00244A00,0x00244A01,1
FUN_002555f8,0x002555F8,0x00255600,8
FUN_00258518,0x00258518,0x00258520,8
FUN_00259a40,0x00259A40,0x00259A41,1
FUN_0025e3f0,0x0025E3F0,0x0025E3F4,4
FUN_00267360,0x00267360,0x00267384,36
FUN_00268a90,0x00268A90,0x00268A91,1
FUN_0026dca0,0x0026DCA0,0x0026DCA4,4
__sinit_system.cpp,0x00375100,0x00375108,8
__sinit_iostream.cpp,0x003751F0,0x00375208,24
__sinit_libcc3d.cpp,0x00375210,0x00375220,16
__sinit_mother.cpp,0x00375310,0x003753E0,208
__sinit_sdmng.cpp,0x003753E0,0x00375684,676
__sinit_sndSYS.CPP,0x00375690,0x00375740,176
__sinit_world_man.cpp,0x00375740,0x00375744,4
__sinit_evmng.cpp,0x00375780,0x00375830,176
__sinit_effect.cpp,0x00375830,0x00375834,4
